"Customer_ID";"Recency";"Frequency";"Monetary";"Avg_Order_Value";"Session_Count";"Avg_Session_Duration";"Pages_Viewed";"Clicks";"Campaign_Response";"Wishlist_Adds";"Cart_Abandon_Rate";"Returns";"Segment_Label"
"CUST00121";31;14;325;63;24;10.311;13;538;0;18;18.254;11;"Copper"
"CUST00122";94;7;8;32;3;5.232;3;275;0;0;48.584;8;"Iron"
"CUST00123";31;38;1665;145;44;14.705;38;1483;1;17;10.11;2;"Silver"
"CUST00124";13;43;2911;155;114;20.433;35;1482;0;32;11.341;9;"Gold"
"CUST00125";27;62;3967;229;118;18.142;65;1962;1;42;13.157;8;"Gold"
"CUST00126";51;25;1491;199;50;12.048;38;1032;1;30;18.889;4;"Silver"
"CUST00127";35;13;175;107;23;13.513;11;767;1;14;25.183;5;"Copper"
"CUST00128";122;3;20;11;9;8.075;6;200;0;4;38.601;16;"Iron"
"CUST00129";2;90;6195;221;130;37.085;70;3811;1;96;4.157;4;"Platinum"
"CUST00130";30;24;1424;144;33;16.721;35;1354;0;21;10.119;9;"Silver"
"CUST00131";59;15;585;113;46;12.087;35;962;0;24;16.225;6;"Silver"
"CUST00132";21;39;4541;191;111;20.585;40;2653;0;38;5.308;2;"Gold"
"CUST00133";18;65;3460;239;67;19.887;48;1366;1;51;11.857;9;"Gold"
"CUST00134";23;14;1403;100;57;12.652;23;1256;0;27;13.018;1;"Silver"
"CUST00135";143;4;29;10;17;9.115;6;140;0;4;20.744;15;"Iron"
"CUST00136";31;29;1861;133;52;12.939;36;1284;0;27;14.294;14;"Silver"
"CUST00137";22;26;1712;149;55;14.936;47;1211;0;35;17.026;2;"Silver"
"CUST00138";67;17;250;81;19;7.984;10;740;0;7;15.466;4;"Copper"
"CUST00139";50;20;713;181;64;10.193;49;632;0;28;16.684;12;"Silver"
"CUST00140";97;4;20;36;13;8.67;1;252;0;4;37.39;6;"Iron"
"CUST00141";130;4;0;34;7;3.472;3;57;0;3;30.144;14;"Iron"
"CUST00142";13;56;3100;227;96;28.99;59;1038;0;45;10.634;6;"Gold"
"CUST00143";46;22;1264;134;44;12.446;26;1457;0;27;12.453;3;"Silver"
"CUST00144";51;15;1200;131;55;10.534;39;1349;0;29;17.071;5;"Silver"
"CUST00145";11;69;3908;192;77;15.635;38;1880;0;30;8.477;3;"Gold"
"CUST00146";2;89;8569;391;113;21.023;91;3584;0;95;0.679;4;"Platinum"
"CUST00147";45;12;205;76;17;13.383;12;312;0;19;20.343;16;"Copper"
"CUST00148";59;11;1892;130;66;10.191;21;533;1;36;11.146;13;"Silver"
"CUST00149";14;95;7850;328;128;38.474;82;3168;1;75;3.127;2;"Platinum"
"CUST00150";27;60;3178;165;117;27.762;41;2941;1;40;8.631;0;"Gold"
"CUST00151";86;2;11;39;8;2.596;6;214;0;0;48.93;14;"Iron"
"CUST00152";28;56;2455;228;86;28.831;37;1989;0;47;5.175;5;"Gold"
"CUST00153";12;44;3634;187;92;23.369;30;2140;0;37;14.33;5;"Gold"
"CUST00154";29;19;1304;125;57;19.175;36;1153;1;38;17.08;1;"Silver"
"CUST00155";103;1;1;26;9;6.446;3;107;0;4;21.332;3;"Iron"
"CUST00156";11;48;3844;244;104;24.181;51;2046;0;44;12.33;6;"Gold"
"CUST00157";49;17;208;89;34;14.706;17;729;1;15;27.594;4;"Copper"
"CUST00158";87;9;330;56;18;8.986;13;429;0;13;25.132;12;"Copper"
"CUST00159";16;38;2362;248;117;19.363;32;2358;1;62;14.419;3;"Gold"
"CUST00160";35;6;384;89;10;10.894;13;428;0;16;24.411;12;"Copper"
"CUST00161";37;26;716;164;44;14.262;35;903;1;36;11.171;4;"Silver"
"CUST00162";63;11;166;111;33;13.316;22;398;0;7;20.898;17;"Copper"
"CUST00163";58;14;131;88;18;8.995;17;779;0;16;19.607;1;"Copper"
"CUST00164";32;10;1383;138;57;13.193;28;655;1;26;16.833;12;"Silver"
"CUST00165";7;59;8151;333;147;28.033;52;3276;1;62;2.23;4;"Platinum"
"CUST00166";46;11;255;62;37;6.152;13;419;0;9;23.651;3;"Copper"
"CUST00167";54;11;807;190;39;15.736;39;1296;1;38;12.937;1;"Silver"
"CUST00168";25;39;4379;179;110;20.979;43;1277;1;30;14.975;3;"Gold"
"CUST00169";12;64;8107;246;153;27.105;95;3589;0;90;5.028;2;"Platinum"
"CUST00170";21;11;1689;128;32;13.756;23;784;1;26;14.032;6;"Silver"
"CUST00171";74;19;261;99;10;8.679;17;626;1;19;29.458;16;"Copper"
"CUST00172";12;59;7629;207;144;22.522;81;4738;1;53;6.453;3;"Platinum"
"CUST00173";43;33;554;125;54;11.215;29;685;0;10;13.016;8;"Silver"
"CUST00174";25;34;3362;155;85;29.298;68;2032;1;43;12.611;8;"Gold"
"CUST00175";44;9;277;70;34;8.374;15;459;0;14;15.059;11;"Copper"
"CUST00176";24;50;3709;207;90;21.655;48;1038;0;59;6.516;8;"Gold"
"CUST00177";58;6;151;63;12;6.09;16;550;1;6;24.957;19;"Copper"
"CUST00178";33;38;791;190;53;15.284;40;864;0;24;12.943;3;"Silver"
"CUST00179";123;3;74;27;9;2.177;6;232;1;0;48.499;1;"Iron"
"CUST00180";22;65;4714;222;64;29.066;60;2282;0;64;14.036;9;"Gold"
"CUST00181";56;39;1740;131;64;12.175;26;819;0;27;16.996;6;"Silver"
"CUST00182";17;62;4750;174;95;26.868;68;2581;0;52;7.77;0;"Gold"
"CUST00183";95;1;7;25;10;7.293;14;174;0;0;38.709;12;"Iron"
"CUST00184";117;0;0;41;7;8.39;8;240;0;1;23.005;6;"Iron"
"CUST00185";19;65;2472;263;118;18.782;48;1237;1;45;6.75;3;"Gold"
"CUST00186";82;6;384;59;36;8.719;24;435;0;16;24.445;8;"Copper"
"CUST00187";75;17;479;75;15;10.743;29;708;0;17;17.167;0;"Copper"
"CUST00188";36;25;1537;158;46;15.787;27;1100;0;11;12.368;8;"Silver"
"CUST00189";49;29;1032;192;54;11.184;31;524;0;39;16.535;8;"Silver"
"CUST00190";14;45;3828;225;83;28.92;38;1982;0;60;6.175;6;"Gold"
"CUST00191";11;76;5861;284;143;29.362;56;3685;1;72;1.484;1;"Platinum"
"CUST00192";72;3;81;32;0;6.391;4;276;0;1;32.265;24;"Iron"
"CUST00193";136;0;54;11;1;5.668;5;245;0;1;45.94;2;"Iron"
"CUST00194";49;14;279;67;30;9.105;19;461;0;11;18.133;17;"Copper"
"CUST00195";40;28;759;176;47;18.789;44;1451;1;36;17.686;0;"Silver"
"CUST00196";20;15;1350;151;30;10.383;40;1097;1;16;12.441;0;"Silver"
"CUST00197";33;16;400;81;13;12.545;10;654;1;6;19.99;14;"Copper"
"CUST00198";65;1;8;13;12;1.67;11;286;0;0;39.022;16;"Iron"
"CUST00199";77;0;68;25;14;9.681;2;97;0;1;25.858;19;"Iron"
"CUST00200";77;9;313;72;39;8.053;26;475;1;16;24.998;11;"Copper"
"CUST00201";62;8;275;113;39;11.416;22;555;1;11;23.811;0;"Copper"
"CUST00202";12;81;5105;201;189;39.944;66;3373;1;95;9.932;3;"Platinum"
"CUST00203";15;58;3810;240;88;25.732;64;1371;1;52;14.409;3;"Gold"
"CUST00204";67;6;65;22;7;4.086;4;225;0;3;39.702;3;"Iron"
"CUST00205";77;11;282;62;14;6.306;17;654;0;10;15.632;17;"Copper"
"CUST00206";14;91;7449;273;138;34.794;56;2518;1;95;0.933;0;"Platinum"
"CUST00207";17;37;4121;294;97;21.397;69;2107;0;35;8.142;7;"Gold"
"CUST00208";60;19;387;94;35;14.023;27;212;0;18;20.352;5;"Copper"
"CUST00209";14;74;6724;200;188;34.149;81;3184;1;73;6.02;4;"Platinum"
"CUST00210";11;50;4589;239;79;21.816;66;1569;1;54;7.411;0;"Gold"
"CUST00211";52;24;1651;180;63;18.563;45;668;0;22;14.713;13;"Silver"
"CUST00212";88;13;260;82;29;7.979;19;674;0;19;21.661;8;"Copper"
"CUST00213";46;9;287;62;12;9.806;20;675;1;15;15.976;9;"Copper"
"CUST00214";14;42;3707;188;78;26.345;41;2331;1;66;6.019;4;"Gold"
"CUST00215";40;16;328;97;39;14.149;21;386;1;19;18.67;1;"Copper"
"CUST00216";15;52;3204;174;63;16.536;42;1937;1;43;5.21;7;"Gold"
"CUST00217";43;27;534;188;46;18.156;43;1018;0;36;11.856;3;"Silver"
"CUST00218";55;14;464;80;19;9.843;21;487;0;17;27.893;19;"Copper"
"CUST00219";49;11;460;89;36;7.724;21;669;1;17;15.296;13;"Copper"
"CUST00220";64;9;102;117;31;11.785;29;551;0;16;29.517;4;"Copper"
"CUST00221";56;11;132;117;36;10.481;21;550;0;12;18.866;9;"Copper"
"CUST00222";21;34;678;110;46;18.606;25;1468;1;38;18.075;11;"Silver"
"CUST00223";13;57;9318;219;126;22.143;70;4620;1;55;7.239;0;"Platinum"
"CUST00224";26;37;503;104;40;11.556;21;1024;0;16;10.046;7;"Silver"
"CUST00225";16;59;2920;267;79;16.2;34;2728;1;32;6.065;8;"Gold"
"CUST00226";24;63;3267;218;90;29.689;30;2429;1;55;13.476;8;"Gold"
"CUST00227";60;8;22;11;13;3.961;2;65;0;4;28.895;5;"Iron"
"CUST00228";22;23;1007;165;61;13.767;41;1206;0;10;13.387;0;"Silver"
"CUST00229";103;4;26;47;15;3.632;12;116;0;1;25.904;20;"Iron"
"CUST00230";68;15;305;52;23;5.955;13;536;1;13;18.478;14;"Copper"
"CUST00231";69;6;422;111;19;12.266;23;643;0;14;15.26;4;"Copper"
"CUST00232";54;11;1494;172;47;16.742;22;709;0;16;13.23;1;"Silver"
"CUST00233";41;28;1178;150;38;14.043;31;615;0;27;14.412;12;"Silver"
"CUST00234";59;31;1732;106;46;10.517;37;1035;0;38;10.539;0;"Silver"
"CUST00235";19;38;4021;155;110;17.056;64;2873;1;34;6.772;9;"Gold"
"CUST00236";46;8;322;70;27;7.62;10;335;0;19;27.713;3;"Copper"
"CUST00237";10;50;4857;150;91;16.666;65;1038;1;51;14.956;9;"Gold"
"CUST00238";8;57;7953;341;145;35.2;60;4565;1;82;9.739;1;"Platinum"
"CUST00239";64;8;417;102;33;9.635;11;221;0;14;18.483;0;"Copper"
"CUST00240";15;57;4348;214;93;27.784;34;1873;1;47;12.746;4;"Gold"
"CUST00241";124;2;68;34;16;8.009;9;209;0;4;47.698;14;"Iron"
"CUST00242";162;5;26;17;8;3.916;2;248;0;1;37.512;17;"Iron"
"CUST00243";92;6;2;23;11;8.228;4;62;0;4;33.398;5;"Iron"
"CUST00244";57;27;537;155;55;11.836;31;998;0;32;14.848;7;"Silver"
"CUST00245";4;70;6533;314;152;28.268;98;3090;1;78;6.391;3;"Platinum"
"CUST00246";100;6;4;16;5;9.471;1;126;0;4;24.848;12;"Iron"
"CUST00247";45;20;1179;196;58;16.586;40;1371;1;32;18.982;1;"Silver"
"CUST00248";122;2;30;16;2;5.693;8;122;0;1;20.149;0;"Iron"
"CUST00249";153;8;37;24;5;2.763;14;233;0;3;22.471;16;"Iron"
"CUST00250";148;8;11;38;18;2.002;6;138;0;3;38.154;13;"Iron"
"CUST00251";15;46;3315;223;66;15.795;43;2359;1;33;13.799;7;"Gold"
"CUST00252";25;10;1010;138;30;10.091;44;694;1;16;13.748;13;"Silver"
"CUST00253";155;0;47;31;13;9.611;7;221;1;0;32.331;9;"Iron"
"CUST00254";54;32;1447;192;41;10.685;29;1413;1;26;11.193;5;"Silver"
"CUST00255";18;50;2094;256;65;20.861;62;1070;1;40;14.45;2;"Gold"
"CUST00256";21;24;1942;135;57;12.918;23;691;1;34;13.39;13;"Silver"
"CUST00257";158;0;73;41;9;2.888;8;267;0;2;37.975;18;"Iron"
"CUST00258";41;12;251;97;39;8.445;15;627;0;8;19.919;3;"Copper"
"CUST00259";24;30;1901;107;51;16.797;41;1313;0;14;14.62;4;"Silver"
"CUST00260";3;72;7121;204;122;39.401;74;2775;1;51;0.082;3;"Platinum"
"CUST00261";59;7;227;102;38;11.13;29;374;1;16;17.674;18;"Copper"
"CUST00262";151;0;62;48;1;8.139;13;170;0;2;48.361;17;"Iron"
"CUST00263";10;61;2954;250;100;15.777;40;1096;0;63;10.371;3;"Gold"
"CUST00264";21;28;1811;109;37;17.833;30;1116;0;29;10.502;7;"Silver"
"CUST00265";74;1;87;42;8;4.785;8;268;0;4;48.544;3;"Iron"
"CUST00266";78;13;289;84;15;10.273;25;694;0;14;16.373;14;"Copper"
"CUST00267";35;6;315;105;26;5.158;10;739;1;12;23.116;18;"Copper"
"CUST00268";72;5;173;90;16;8.818;21;438;1;9;23.033;1;"Copper"
"CUST00269";36;12;1642;164;65;11.898;38;1254;0;28;19.711;4;"Silver"
"CUST00270";29;41;4990;185;71;17.142;63;1751;1;47;8.667;8;"Gold"
"CUST00271";58;17;104;73;38;7.651;15;209;0;5;22.764;10;"Copper"
"CUST00272";53;12;213;70;29;9.244;24;441;0;9;27.493;3;"Copper"
"CUST00273";82;0;30;25;8;1.055;1;160;1;1;33.831;3;"Iron"
"CUST00274";138;5;21;41;19;4.225;1;192;0;2;49.102;4;"Iron"
"CUST00275";50;31;1942;170;35;15.948;20;1222;0;21;16.054;8;"Silver"
"CUST00276";49;36;560;128;60;13.303;38;745;0;18;14.308;5;"Silver"
"CUST00277";37;19;306;99;16;13.531;25;329;0;7;18.173;1;"Copper"
"CUST00278";64;14;352;118;11;13.044;29;389;0;10;24.316;19;"Copper"
"CUST00279";79;13;439;74;30;13.213;24;626;1;11;19.591;4;"Copper"
"CUST00280";31;10;115;104;39;11.654;15;634;0;7;29.843;6;"Copper"
"CUST00281";70;6;79;30;3;9.015;13;160;0;2;32.121;12;"Iron"
"CUST00282";37;21;1298;193;50;16.161;42;860;0;18;13.331;10;"Silver"
"CUST00283";35;39;1344;199;50;11.934;27;1184;0;29;18.892;10;"Silver"
"CUST00284";5;81;9445;225;136;35.986;54;3560;1;80;8.611;3;"Platinum"
"CUST00285";28;30;1638;160;49;16.131;41;1181;1;18;17.851;10;"Silver"
"CUST00286";14;68;7849;237;160;28.223;50;2386;1;63;7.791;1;"Platinum"
"CUST00287";24;26;1154;137;43;16.595;46;1252;0;17;11.218;14;"Silver"
"CUST00288";48;18;830;144;42;15.416;38;1165;0;14;10.855;14;"Silver"
"CUST00289";29;32;4290;245;64;18.128;32;1407;1;58;13.815;9;"Gold"
"CUST00290";50;38;946;125;47;10.753;44;1018;1;25;17.753;7;"Silver"
"CUST00291";12;82;9722;327;102;29.415;85;4089;1;66;5.988;3;"Platinum"
"CUST00292";14;71;8114;330;187;22.01;71;3673;1;89;0.817;3;"Platinum"
"CUST00293";50;11;364;69;33;7.017;19;747;0;13;22.185;4;"Copper"
"CUST00294";28;14;1753;182;37;13.22;32;583;0;21;11.649;9;"Silver"
"CUST00295";16;50;3192;222;101;29.656;33;2927;0;43;8.454;4;"Gold"
"CUST00296";43;27;965;144;69;15.83;31;812;0;30;14.551;14;"Silver"
"CUST00297";47;7;495;100;34;5.078;19;507;0;7;24.049;7;"Copper"
"CUST00298";20;58;3173;192;108;17.39;46;2054;0;67;8.8;3;"Gold"
"CUST00299";31;16;134;119;33;12.633;23;362;1;11;28.316;5;"Copper"
"CUST00300";1;53;8861;231;121;35.032;64;2299;1;77;9.873;3;"Platinum"
"CUST00301";9;58;9129;272;114;23.016;69;4631;1;68;4.882;2;"Platinum"
"CUST00302";27;10;573;117;64;18.77;37;1014;1;36;16.099;5;"Silver"
"CUST00303";33;16;701;178;60;10.924;41;580;1;38;17.438;14;"Silver"
"CUST00304";55;16;124;110;18;6.724;21;439;0;19;28.893;2;"Copper"
"CUST00305";55;6;244;109;19;8.061;20;735;0;11;17.59;18;"Copper"
"CUST00306";125;2;65;24;2;1.751;11;137;0;4;42.885;16;"Iron"
"CUST00307";36;23;1873;171;69;17.5;25;1463;0;34;11.371;3;"Silver"
"CUST00308";54;32;824;104;65;18.37;39;1153;1;17;15.14;0;"Silver"
"CUST00309";58;8;264;118;30;9.334;29;543;1;8;29.029;16;"Copper"
"CUST00310";11;36;4320;152;88;27.308;58;1497;0;34;11.141;6;"Gold"
"CUST00311";40;33;1229;146;50;11.362;23;1416;0;24;16.913;14;"Silver"
"CUST00312";14;68;9913;323;133;25.854;98;3652;1;56;4.136;2;"Platinum"
"CUST00313";6;50;9492;370;126;33.481;52;3120;0;94;7.442;1;"Platinum"
"CUST00314";115;5;86;33;5;1.979;11;151;0;4;37.775;3;"Iron"
"CUST00315";46;17;392;116;13;6.786;23;406;0;10;22.69;15;"Copper"
"CUST00316";46;18;311;93;18;14.99;23;505;1;8;16.661;11;"Copper"
"CUST00317";38;31;1376;194;32;12.132;33;1285;1;38;12.707;9;"Silver"
"CUST00318";26;44;3490;222;63;17.245;37;1112;1;36;13.841;1;"Gold"
"CUST00319";21;59;4298;156;87;16.9;35;1990;1;36;11.245;0;"Gold"
"CUST00320";27;51;3596;202;85;21.01;69;1343;1;50;12.299;4;"Gold"
"CUST00321";22;32;910;126;38;15.568;20;845;1;20;14.35;0;"Silver"
"CUST00322";49;16;242;83;27;7.961;17;297;1;19;22.328;1;"Copper"
"CUST00323";46;14;226;58;11;14.537;28;792;0;14;21.172;5;"Copper"
"CUST00324";25;57;4682;214;119;20.928;39;2044;1;52;13.607;9;"Gold"
"CUST00325";179;8;43;48;4;9.095;10;170;0;3;36.582;11;"Iron"
"CUST00326";38;14;109;111;35;9.998;28;749;1;17;28.063;4;"Copper"
"CUST00327";33;30;949;161;52;16.132;33;1158;0;24;16.32;7;"Silver"
